address,propertyType,images,hasFloorPlan,location,detailUrl,displayPrice,dateSold,tenure,newBuild,numericPrice,address_1,address_2,address_3,address_4,number,postcode
"8, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-21191902?s=7676e6dc4830fb189f82798f8418248b8845db802f58a0c5dab7f7019b74b628,"£191,000",15 Jul 2024,Leasehold,False,191000,Morley Mills,Morley Street,Daybrook,Nottingham,8,NG5 6JL
"8, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-21191902?s=7676e6dc4830fb189f82798f8418248b8845db802f58a0c5dab7f7019b74b628,"£156,000",12 Apr 2019,Leasehold,False,156000,Morley Mills,Morley Street,Daybrook,Nottingham,8,NG5 6JL
"8, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-21191902?s=7676e6dc4830fb189f82798f8418248b8845db802f58a0c5dab7f7019b74b628,"£140,000",14 Aug 2015,Leasehold,False,140000,Morley Mills,Morley Street,Daybrook,Nottingham,8,NG5 6JL
"8, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-21191902?s=7676e6dc4830fb189f82798f8418248b8845db802f58a0c5dab7f7019b74b628,"£135,730",2 Aug 2013,Leasehold,False,135730,Morley Mills,Morley Street,Daybrook,Nottingham,8,NG5 6JL
"8, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-21191902?s=7676e6dc4830fb189f82798f8418248b8845db802f58a0c5dab7f7019b74b628,"£110,000",21 Jun 2001,Leasehold,False,110000,Morley Mills,Morley Street,Daybrook,Nottingham,8,NG5 6JL
"55, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-20917567?s=abd93d160bc785f9c53856057fdee7307f4d58ddd17c800fd108ed4bd04aedaf,"£152,500",31 May 2024,Leasehold,False,152500,Morley Mills,Morley Street,Daybrook,Nottingham,55,NG5 6JL
"55, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-20917567?s=abd93d160bc785f9c53856057fdee7307f4d58ddd17c800fd108ed4bd04aedaf,"£132,500",12 Mar 2018,Leasehold,False,132500,Morley Mills,Morley Street,Daybrook,Nottingham,55,NG5 6JL
"55, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-20917567?s=abd93d160bc785f9c53856057fdee7307f4d58ddd17c800fd108ed4bd04aedaf,"£120,000",29 Apr 2005,Leasehold,False,120000,Morley Mills,Morley Street,Daybrook,Nottingham,55,NG5 6JL
"55, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-20917567?s=abd93d160bc785f9c53856057fdee7307f4d58ddd17c800fd108ed4bd04aedaf,"£70,000",19 Sep 2001,Leasehold,False,70000,Morley Mills,Morley Street,Daybrook,Nottingham,55,NG5 6JL
"24, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-19498087?s=6053157fe63b6179ec6850ac1e801ce7d0aa7505175c83f9944b1e7865c372e3,"£125,000",12 Sep 2023,Leasehold,False,125000,Morley Mills,Morley Street,Daybrook,Nottingham,24,NG5 6JL
"24, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-19498087?s=6053157fe63b6179ec6850ac1e801ce7d0aa7505175c83f9944b1e7865c372e3,"£100,500",28 May 2004,Leasehold,False,100500,Morley Mills,Morley Street,Daybrook,Nottingham,24,NG5 6JL
"24, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-19498087?s=6053157fe63b6179ec6850ac1e801ce7d0aa7505175c83f9944b1e7865c372e3,"£70,000",29 Jun 2001,Leasehold,False,70000,Morley Mills,Morley Street,Daybrook,Nottingham,24,NG5 6JL
"42, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-18341176?s=b129ff488e213d83db26be2c5d7e8b6d21799b5b068157a99be6b613d3c7fe72,"£188,000",20 Mar 2023,Leasehold,False,188000,Morley Mills,Morley Street,Daybrook,Nottingham,42,NG5 6JL
"42, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-18341176?s=b129ff488e213d83db26be2c5d7e8b6d21799b5b068157a99be6b613d3c7fe72,"£151,500",17 May 2019,Leasehold,False,151500,Morley Mills,Morley Street,Daybrook,Nottingham,42,NG5 6JL
"42, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-18341176?s=b129ff488e213d83db26be2c5d7e8b6d21799b5b068157a99be6b613d3c7fe72,"£150,000",28 Feb 2018,Leasehold,False,150000,Morley Mills,Morley Street,Daybrook,Nottingham,42,NG5 6JL
"42, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-18341176?s=b129ff488e213d83db26be2c5d7e8b6d21799b5b068157a99be6b613d3c7fe72,"£130,000",9 Jul 2010,Leasehold,False,130000,Morley Mills,Morley Street,Daybrook,Nottingham,42,NG5 6JL
"42, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-18341176?s=b129ff488e213d83db26be2c5d7e8b6d21799b5b068157a99be6b613d3c7fe72,"£151,000",22 Apr 2004,Leasehold,False,151000,Morley Mills,Morley Street,Daybrook,Nottingham,42,NG5 6JL
"42, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-18341176?s=b129ff488e213d83db26be2c5d7e8b6d21799b5b068157a99be6b613d3c7fe72,"£105,000",31 Jan 2002,Leasehold,False,105000,Morley Mills,Morley Street,Daybrook,Nottingham,42,NG5 6JL
"4, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17459269?s=a97ddd35242229adf211d8eda9538ed2697b9e5eba87687d44ae53016bfdcee5,"£180,000",20 Dec 2022,Leasehold,False,180000,Morley Mills,Morley Street,Daybrook,Nottingham,4,NG5 6JL
"4, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17459269?s=a97ddd35242229adf211d8eda9538ed2697b9e5eba87687d44ae53016bfdcee5,"£130,000",24 Jul 2020,Leasehold,False,130000,Morley Mills,Morley Street,Daybrook,Nottingham,4,NG5 6JL
"4, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17459269?s=a97ddd35242229adf211d8eda9538ed2697b9e5eba87687d44ae53016bfdcee5,"£129,950",16 Jun 2017,Leasehold,False,129950,Morley Mills,Morley Street,Daybrook,Nottingham,4,NG5 6JL
"4, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17459269?s=a97ddd35242229adf211d8eda9538ed2697b9e5eba87687d44ae53016bfdcee5,"£110,500",9 Oct 2015,Leasehold,False,110500,Morley Mills,Morley Street,Daybrook,Nottingham,4,NG5 6JL
"4, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17459269?s=a97ddd35242229adf211d8eda9538ed2697b9e5eba87687d44ae53016bfdcee5,"£115,000",22 Jan 2010,Leasehold,False,115000,Morley Mills,Morley Street,Daybrook,Nottingham,4,NG5 6JL
"4, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17459269?s=a97ddd35242229adf211d8eda9538ed2697b9e5eba87687d44ae53016bfdcee5,"£95,000",29 Jun 2001,Leasehold,False,95000,Morley Mills,Morley Street,Daybrook,Nottingham,4,NG5 6JL
"15, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17459266?s=f328b5ee121cddbec371667b7f855c8fceab8a9489f34c99fe8b841765fa25dc,"£187,500",7 Dec 2022,Leasehold,False,187500,Morley Mills,Morley Street,Daybrook,Nottingham,15,NG5 6JL
"15, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17459266?s=f328b5ee121cddbec371667b7f855c8fceab8a9489f34c99fe8b841765fa25dc,"£145,000",13 Oct 2017,Leasehold,False,145000,Morley Mills,Morley Street,Daybrook,Nottingham,15,NG5 6JL
"15, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17459266?s=f328b5ee121cddbec371667b7f855c8fceab8a9489f34c99fe8b841765fa25dc,"£145,000",7 Oct 2016,Leasehold,False,145000,Morley Mills,Morley Street,Daybrook,Nottingham,15,NG5 6JL
"15, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17459266?s=f328b5ee121cddbec371667b7f855c8fceab8a9489f34c99fe8b841765fa25dc,"£122,000",6 Jan 2015,Leasehold,False,122000,Morley Mills,Morley Street,Daybrook,Nottingham,15,NG5 6JL
"15, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17459266?s=f328b5ee121cddbec371667b7f855c8fceab8a9489f34c99fe8b841765fa25dc,"£117,000",29 Jan 2010,Leasehold,False,117000,Morley Mills,Morley Street,Daybrook,Nottingham,15,NG5 6JL
"15, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17459266?s=f328b5ee121cddbec371667b7f855c8fceab8a9489f34c99fe8b841765fa25dc,"£132,950",26 Jul 2004,Leasehold,False,132950,Morley Mills,Morley Street,Daybrook,Nottingham,15,NG5 6JL
"15, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17459266?s=f328b5ee121cddbec371667b7f855c8fceab8a9489f34c99fe8b841765fa25dc,"£120,000",29 Jun 2001,Leasehold,False,120000,Morley Mills,Morley Street,Daybrook,Nottingham,15,NG5 6JL
"30, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-18341173?s=ad1e66939237aeb59399f4ebe9ee49d2d37c983a431e4633671e197fdb132aea,"£148,500",14 Oct 2022,Leasehold,False,148500,Morley Mills,Morley Street,Daybrook,Nottingham,30,NG5 6JL
"30, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-18341173?s=ad1e66939237aeb59399f4ebe9ee49d2d37c983a431e4633671e197fdb132aea,"£105,000",22 Jun 2001,Leasehold,False,105000,Morley Mills,Morley Street,Daybrook,Nottingham,30,NG5 6JL
"28, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-93637614?s=0c0a354fc00bffdc22d1cba89268a0986f300aa3f14758085e052868b76162fa,"£140,000",10 Jun 2022,Leasehold,False,140000,Morley Mills,Morley Street,Daybrook,Nottingham,28,NG5 6JL
"28, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-93637614?s=0c0a354fc00bffdc22d1cba89268a0986f300aa3f14758085e052868b76162fa,"£120,000",18 Dec 2013,Leasehold,False,120000,Morley Mills,Morley Street,Daybrook,Nottingham,28,NG5 6JL
"28, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-93637614?s=0c0a354fc00bffdc22d1cba89268a0986f300aa3f14758085e052868b76162fa,"£112,000",15 Oct 2001,Leasehold,False,112000,Morley Mills,Morley Street,Daybrook,Nottingham,28,NG5 6JL
"18, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17124481?s=2c6cbab360815232b82da2aeeea14034c5985acc15bbf063aefb607053da6c75,"£115,000",23 May 2022,Leasehold,False,115000,Morley Mills,Morley Street,Daybrook,Nottingham,18,NG5 6JL
"18, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17124481?s=2c6cbab360815232b82da2aeeea14034c5985acc15bbf063aefb607053da6c75,"£68,000",19 Dec 2014,Leasehold,False,68000,Morley Mills,Morley Street,Daybrook,Nottingham,18,NG5 6JL
"18, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17124481?s=2c6cbab360815232b82da2aeeea14034c5985acc15bbf063aefb607053da6c75,"£82,995",10 Dec 2004,Leasehold,False,82995,Morley Mills,Morley Street,Daybrook,Nottingham,18,NG5 6JL
"18, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-17124481?s=2c6cbab360815232b82da2aeeea14034c5985acc15bbf063aefb607053da6c75,"£50,000",29 Jun 2001,Leasehold,False,50000,Morley Mills,Morley Street,Daybrook,Nottingham,18,NG5 6JL
"10, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-93046278?s=cf144be49cd87cfeff347b4e62ef183f4f9ea42c5839ddd34bcd450725a9e848,"£160,000",28 Mar 2022,Leasehold,False,160000,Morley Mills,Morley Street,Daybrook,Nottingham,10,NG5 6JL
"10, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-93046278?s=cf144be49cd87cfeff347b4e62ef183f4f9ea42c5839ddd34bcd450725a9e848,"£128,000",11 Aug 2017,Leasehold,False,128000,Morley Mills,Morley Street,Daybrook,Nottingham,10,NG5 6JL
"10, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-93046278?s=cf144be49cd87cfeff347b4e62ef183f4f9ea42c5839ddd34bcd450725a9e848,"£125,000",28 May 2010,Leasehold,False,125000,Morley Mills,Morley Street,Daybrook,Nottingham,10,NG5 6JL
"10, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-93046278?s=cf144be49cd87cfeff347b4e62ef183f4f9ea42c5839ddd34bcd450725a9e848,"£139,000",14 Oct 2004,Leasehold,False,139000,Morley Mills,Morley Street,Daybrook,Nottingham,10,NG5 6JL
"10, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-93046278?s=cf144be49cd87cfeff347b4e62ef183f4f9ea42c5839ddd34bcd450725a9e848,"£112,500",30 Nov 2001,Leasehold,False,112500,Morley Mills,Morley Street,Daybrook,Nottingham,10,NG5 6JL
"11, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-93046275?s=c349d32b2d326eddabdf1f22dba8b384fb0fbc61ce46db665b7bc0a26e6723a3,"£160,000",25 Feb 2022,Leasehold,False,160000,Morley Mills,Morley Street,Daybrook,Nottingham,11,NG5 6JL
"11, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-93046275?s=c349d32b2d326eddabdf1f22dba8b384fb0fbc61ce46db665b7bc0a26e6723a3,"£90,000",22 Feb 2019,Leasehold,False,90000,Morley Mills,Morley Street,Daybrook,Nottingham,11,NG5 6JL
"11, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-93046275?s=c349d32b2d326eddabdf1f22dba8b384fb0fbc61ce46db665b7bc0a26e6723a3,"£135,000",4 Jul 2006,Leasehold,False,135000,Morley Mills,Morley Street,Daybrook,Nottingham,11,NG5 6JL
"11, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-93046275?s=c349d32b2d326eddabdf1f22dba8b384fb0fbc61ce46db665b7bc0a26e6723a3,"£120,000",3 Aug 2001,Leasehold,False,120000,Morley Mills,Morley Street,Daybrook,Nottingham,11,NG5 6JL
"19, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-15330121?s=d8370b2d8298bfc1309e36876b0c5c6e05b50c7d71b4a326e6789cf5f70b1770,"£125,000",17 Dec 2021,Leasehold,False,125000,Morley Mills,Morley Street,Daybrook,Nottingham,19,NG5 6JL
"19, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-15330121?s=d8370b2d8298bfc1309e36876b0c5c6e05b50c7d71b4a326e6789cf5f70b1770,"£108,500",30 Jul 2004,Leasehold,False,108500,Morley Mills,Morley Street,Daybrook,Nottingham,19,NG5 6JL
